Ticket_ID,Text,Category,Priority
TKT-1810,"Just wondering, There is an unauthorized charge of $432 on my account.",Billing,High
TKT-1811,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1812,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1813,"Just wondering, Do you offer a discount for non-profits?",General Query,Low
TKT-1814,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1815,Please help - Do you offer a discount for non-profits?,General Query,Low
TKT-1816,Please help - Can you send me the receipt for order #2352?,Billing,Medium
TKT-1817,"Hello, Can you send me the receipt for order #9221?",Billing,Medium
TKT-1818,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1819,"Just wondering, Where is your company located?",General Query,Medium
TKT-1820,URGENT: Can you send me the receipt for order #7776?,Billing,Medium
TKT-1821,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1822,URGENT: Is there a free trial available?,General Query,High
TKT-1823,"Just wondering, I was overcharged on my last invoice by $382. Please refund.",Billing,High
TKT-1824,Do you offer a discount for non-profits?,General Query,Low
TKT-1825,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1826,There is an unauthorized charge of $277 on my account.,Billing,High
TKT-1827,Can you send me the receipt for order #1301?,Billing,Medium
TKT-1828,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1829,URGENT: I was overcharged on my last invoice by $248. Please refund.,Billing,High
TKT-1830,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-1831,Do you offer a discount for non-profits?,General Query,Low
TKT-1832,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1833,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1834,I was overcharged on my last invoice by $266. Please refund.,Billing,High
TKT-1835,URGENT: Can you delete my account permanently?,Account,Low
TKT-1836,I forgot my password and the reset link is not working.,Account,Medium
TKT-1837,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1838,"I love your product, just wanted to say thanks!",General Query,Low
TKT-1839,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1840,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1841,I was overcharged on my last invoice by $44. Please refund.,Billing,High
TKT-1842,URGENT: Can you send me the receipt for order #6221?,Billing,Medium
TKT-1843,Why is my credit card failing to process?,Billing,Medium
TKT-1844,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1845,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1846,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-1847,"Hello, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1848,URGENT: I need to add another user to my enterprise plan.,Account,Low
TKT-1849,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-1850,Can you delete my account permanently?,Account,Low
TKT-1851,"Hello, Can you send me the receipt for order #8399?",Billing,Medium
TKT-1852,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1853,URGENT: Is there a free trial available?,General Query,Low
TKT-1854,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1855,"Just wondering, Do you offer a discount for non-profits?",General Query,Low
TKT-1856,"Hi, Where is your company located?",General Query,Low
TKT-1857,Can you send me the receipt for order #4308?,Billing,Medium
TKT-1858,URGENT: Do you offer a discount for non-profits?,General Query,Low
TKT-1859,"Just wondering, There is an unauthorized charge of $372 on my account.",Billing,High
TKT-1860,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1861,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-1862,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1863,Do you offer a discount for non-profits?,General Query,Low
TKT-1864,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1865,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1866,URGENT: I was overcharged on my last invoice by $331. Please refund.,Billing,High
TKT-1867,"Hi, There is an unauthorized charge of $447 on my account.",Billing,High
TKT-1868,Why is my credit card failing to process?,Billing,Medium
TKT-1869,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1870,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1871,URGENT: My account has been locked. Please unlock it.,Account,High
TKT-1872,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1873,I was overcharged on my last invoice by $383. Please refund.,Billing,High
TKT-1874,"Just wondering, Is there a free trial available?",General Query,Low
TKT-1875,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1876,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1877,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1878,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1879,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1880,My account has been locked. Please unlock it.,Account,High
TKT-1881,Please help - Where is your company located?,General Query,Low
TKT-1882,Where is your company located?,General Query,Low
TKT-1883,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-1884,URGENT: Can you delete my account permanently?,Account,Low
TKT-1885,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-1886,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1887,"Hi, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1888,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-1889,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1890,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-1891,My account has been locked. Please unlock it.,Account,High
TKT-1892,Please help - How do I change my email address?,Account,Low
TKT-1893,"Just wondering, I forgot my password and the reset link is not working.",Account,Medium
TKT-1894,I forgot my password and the reset link is not working.,Account,Medium
TKT-1895,URGENT: How do I change my email address?,Account,Low
TKT-1896,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1897,URGENT: I was overcharged on my last invoice by $328. Please refund.,Billing,High
TKT-1898,"Just wondering, There is an unauthorized charge of $492 on my account.",Billing,High
TKT-1899,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-1900,Can you send me the receipt for order #2410?,Billing,Medium
TKT-1901,"Hello, Can you delete my account permanently?",Account,Low
TKT-1902,I forgot my password and the reset link is not working.,Account,Medium
TKT-1903,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1904,"Just wondering, How do I change my email address?",Account,Low
TKT-1905,Why is my credit card failing to process?,Billing,Medium
TKT-1906,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-1907,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1908,I was overcharged on my last invoice by $62. Please refund.,Billing,High
TKT-1909,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-1910,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1911,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1912,"Just wondering, There is an unauthorized charge of $349 on my account.",Billing,High
TKT-1913,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1914,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1915,There is an unauthorized charge of $428 on my account.,Billing,High
TKT-1916,"Just wondering, Can you send me the receipt for order #3444?",Billing,Medium
TKT-1917,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1918,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1919,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1920,Do you offer a discount for non-profits?,General Query,Low
TKT-1921,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1922,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1923,How do I change my email address?,Account,Low
TKT-1924,I was overcharged on my last invoice by $15. Please refund.,Billing,High
TKT-1925,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1926,Can you delete my account permanently?,Account,Low
TKT-1927,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1928,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1929,"Just wondering, Your website is loading very slowly today.",Technical Issue,Medium
TKT-1930,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1931,I need to add another user to my enterprise plan.,Account,Low
TKT-1932,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1933,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1934,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1935,There is an unauthorized charge of $95 on my account.,Billing,High
TKT-1936,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-1937,"Hi, My account has been locked. Please unlock it.",Account,High
TKT-1938,URGENT: How do I change my email address?,Account,Low
TKT-1939,There is an unauthorized charge of $67 on my account.,Billing,High
TKT-1940,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1941,How do I change my email address?,Account,Low
TKT-1942,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-1943,I was overcharged on my last invoice by $385. Please refund.,Billing,High
TKT-1944,"Just wondering, Can you send me the receipt for order #8602?",Billing,Medium
TKT-1945,Can you send me the receipt for order #7390?,Billing,Medium
TKT-1946,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1947,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1948,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1949,Can you send me the receipt for order #7408?,Billing,Medium
TKT-1950,Can you delete my account permanently?,Account,Low
TKT-1951,"Hi, I was overcharged on my last invoice by $290. Please refund.",Billing,High
TKT-1952,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1953,I was overcharged on my last invoice by $327. Please refund.,Billing,High
TKT-1954,"Just wondering, I forgot my password and the reset link is not working.",Account,Low
TKT-1955,"Hi, How do I change my email address?",Account,Low
TKT-1956,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1957,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-1958,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-1959,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1960,"Hi, Can you send me the receipt for order #2740?",Billing,Medium
TKT-1961,"Hi, Can you send me the receipt for order #5105?",Billing,Medium
TKT-1962,Please help - What are your business hours?,General Query,Low
TKT-1963,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1964,Please help - Can you delete my account permanently?,Account,Low
TKT-1965,"Hi, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1966,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1967,There is an unauthorized charge of $113 on my account.,Billing,Medium
TKT-1968,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-1969,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1970,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-1971,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1972,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1973,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1974,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1975,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-1976,I was overcharged on my last invoice by $428. Please refund.,Billing,High
TKT-1977,Can you send me the receipt for order #4320?,Billing,Medium
TKT-1978,I forgot my password and the reset link is not working.,Account,Medium
TKT-1979,"Hi, I was overcharged on my last invoice by $438. Please refund.",Billing,High
TKT-1980,Why is my credit card failing to process?,Billing,Medium
TKT-1981,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Low
TKT-1982,I forgot my password and the reset link is not working.,Account,High
TKT-1983,I need to add another user to my enterprise plan.,Account,Low
TKT-1984,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-1985,Your website is loading very slowly today.,Technical Issue,Medium
TKT-1986,"Hello, My account has been locked. Please unlock it.",Account,High
TKT-1987,There is an unauthorized charge of $281 on my account.,Billing,High
TKT-1988,"Hello, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-1989,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-1990,"Just wondering, I want to cancel my subscription and get a refund.",Billing,Medium
TKT-1991,"Just wondering, I forgot my password and the reset link is not working.",Account,Medium
TKT-1992,"Hello, Can you send me the receipt for order #1476?",Billing,Medium
TKT-1993,I need to add another user to my enterprise plan.,Account,Low
TKT-1994,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1995,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-1996,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-1997,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-1998,URGENT: Can you send me the receipt for order #2820?,Billing,Medium
TKT-1999,There is an unauthorized charge of $161 on my account.,Billing,High
TKT-2000,"Hello, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2001,The application keeps crashing on my Android phone.,Technical Issue,Medium
TKT-2002,There is an unauthorized charge of $177 on my account.,Billing,High
TKT-2003,Please help - Is there a free trial available?,General Query,Low
TKT-2004,"Hi, I need to add another user to my enterprise plan.",Account,Low
TKT-2005,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2006,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2007,Why is my credit card failing to process?,Billing,Medium
TKT-2008,I need to add another user to my enterprise plan.,Account,Low
TKT-2009,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2010,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2011,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2012,I was overcharged on my last invoice by $460. Please refund.,Billing,High
TKT-2013,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2014,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2015,There is an unauthorized charge of $68 on my account.,Billing,High
TKT-2016,Please help - My account has been locked. Please unlock it.,Account,High
TKT-2017,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2018,URGENT: Can you delete my account permanently?,Account,Low
TKT-2019,"Hi, How do I change my email address?",Account,Low
TKT-2020,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2021,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2022,"Hi, Is there a free trial available?",General Query,Low
TKT-2023,Why is my credit card failing to process?,Billing,Medium
TKT-2024,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2025,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2026,"Hi, Can you send me the receipt for order #4715?",Billing,Medium
TKT-2027,"Just wondering, Why is my credit card failing to process?",Billing,Medium
TKT-2028,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-2029,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2030,Why is my credit card failing to process?,Billing,Medium
TKT-2031,"Hello, I was overcharged on my last invoice by $164. Please refund.",Billing,High
TKT-2032,Where is your company located?,General Query,Low
TKT-2033,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2034,Can you delete my account permanently?,Account,Low
TKT-2035,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2036,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2037,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2038,Can you send me the receipt for order #9821?,Billing,Medium
TKT-2039,Is there a free trial available?,General Query,Low
TKT-2040,Is there a free trial available?,General Query,Low
TKT-2041,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2042,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2043,Can you send me the receipt for order #7944?,Billing,Medium
TKT-2044,Can you send me the receipt for order #5968?,Billing,Medium
TKT-2045,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Low
TKT-2046,"Hello, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2047,"Just wondering, I forgot my password and the reset link is not working.",Account,Medium
TKT-2048,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,High
TKT-2049,Do you offer a discount for non-profits?,General Query,Low
TKT-2050,"Hi, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2051,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2052,What are your business hours?,General Query,Low
TKT-2053,How do I change my email address?,Account,Low
TKT-2054,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2055,What are your business hours?,General Query,Low
TKT-2056,URGENT: The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2057,My account has been locked. Please unlock it.,Account,High
TKT-2058,Please help - Why is my credit card failing to process?,Billing,Low
TKT-2059,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2060,Can you delete my account permanently?,Account,Low
TKT-2061,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2062,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2063,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2064,"Hi, Why is my credit card failing to process?",Billing,Medium
TKT-2065,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-2066,URGENT: There is an unauthorized charge of $65 on my account.,Billing,High
TKT-2067,I was overcharged on my last invoice by $164. Please refund.,Billing,High
TKT-2068,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2069,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2070,"Just wondering, Can you delete my account permanently?",Account,Low
TKT-2071,"Just wondering, How do I change my email address?",Account,Low
TKT-2072,Why is my credit card failing to process?,Billing,Medium
TKT-2073,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2074,"URGENT: I love your product, just wanted to say thanks!",General Query,Low
TKT-2075,URGENT: Why is my credit card failing to process?,Billing,Medium
TKT-2076,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2077,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2078,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2079,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2080,There is an unauthorized charge of $212 on my account.,Billing,High
TKT-2081,"Just wondering, My account has been locked. Please unlock it.",Account,High
TKT-2082,How do I change my email address?,Account,Low
TKT-2083,Can you send me the receipt for order #5472?,Billing,Medium
TKT-2084,"Hi, What are your business hours?",General Query,Low
TKT-2085,"Hi, Why is my credit card failing to process?",Billing,Low
TKT-2086,URGENT: API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2087,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2088,Can you send me the receipt for order #9157?,Billing,Medium
TKT-2089,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-2090,Please help - I need to add another user to my enterprise plan.,Account,Low
TKT-2091,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-2092,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2093,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2094,URGENT: The application keeps crashing on my Android phone.,Technical Issue,Low
TKT-2095,URGENT: The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2096,"Hi, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2097,URGENT: Do you offer a discount for non-profits?,General Query,Low
TKT-2098,"Hi, There is an unauthorized charge of $346 on my account.",Billing,High
TKT-2099,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2100,Why is my credit card failing to process?,Billing,Medium
TKT-2101,Can you delete my account permanently?,Account,Low
TKT-2102,URGENT: There is an unauthorized charge of $335 on my account.,Billing,High
TKT-2103,"Just wondering, I love your product, just wanted to say thanks!",General Query,Low
TKT-2104,I was overcharged on my last invoice by $182. Please refund.,Billing,High
TKT-2105,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2106,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2107,Please help - Why is my credit card failing to process?,Billing,Medium
TKT-2108,There is an unauthorized charge of $336 on my account.,Billing,High
TKT-2109,"Hello, I love your product, just wanted to say thanks!",General Query,Low
TKT-2110,Can you send me the receipt for order #5919?,Billing,Medium
TKT-2111,"Hello, Is there a free trial available?",General Query,Low
TKT-2112,"Hi, Can you send me the receipt for order #4868?",Billing,Medium
TKT-2113,Can you send me the receipt for order #6087?,Billing,Medium
TKT-2114,URGENT: I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2115,"Hi, I forgot my password and the reset link is not working.",Account,Medium
TKT-2116,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2117,Do you offer a discount for non-profits?,General Query,Low
TKT-2118,Can you delete my account permanently?,Account,Low
TKT-2119,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2120,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2121,"Hello, I need to add another user to my enterprise plan.",Account,Low
TKT-2122,"Just wondering, What are your business hours?",General Query,Low
TKT-2123,"Hello, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2124,URGENT: What are your business hours?,General Query,Low
TKT-2125,I was overcharged on my last invoice by $473. Please refund.,Billing,High
TKT-2126,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2127,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2128,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2129,How do I change my email address?,Account,Low
TKT-2130,Please help - I forgot my password and the reset link is not working.,Account,Medium
TKT-2131,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2132,Can you delete my account permanently?,Account,Medium
TKT-2133,I need to add another user to my enterprise plan.,Account,Low
TKT-2134,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,High
TKT-2135,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2136,Can you delete my account permanently?,Account,Low
TKT-2137,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2138,Please help - The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2139,Do you offer a discount for non-profits?,General Query,Low
TKT-2140,"Hello, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2141,URGENT: There is an unauthorized charge of $326 on my account.,Billing,High
TKT-2142,Please help - I was overcharged on my last invoice by $300. Please refund.,Billing,High
TKT-2143,URGENT: How do I change my email address?,Account,Low
TKT-2144,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2145,Is there a free trial available?,General Query,Low
TKT-2146,"Just wondering, There is an unauthorized charge of $144 on my account.",Billing,High
TKT-2147,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2148,Is there a free trial available?,General Query,Low
TKT-2149,URGENT: I was overcharged on my last invoice by $58. Please refund.,Billing,High
TKT-2150,Do you offer a discount for non-profits?,General Query,Low
TKT-2151,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2152,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2153,"Hi, Can you send me the receipt for order #9690?",Billing,Medium
TKT-2154,URGENT: What are your business hours?,General Query,Low
TKT-2155,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2156,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2157,URGENT: How do I change my email address?,Account,High
TKT-2158,I was overcharged on my last invoice by $249. Please refund.,Billing,High
TKT-2159,Can you send me the receipt for order #8949?,Billing,Medium
TKT-2160,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-2161,Can you delete my account permanently?,Account,Low
TKT-2162,Your website is loading very slowly today.,Technical Issue,Medium
TKT-2163,I want to cancel my subscription and get a refund.,Billing,Low
TKT-2164,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2165,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2166,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2167,Where is your company located?,General Query,Low
TKT-2168,I was overcharged on my last invoice by $418. Please refund.,Billing,High
TKT-2169,Why is my credit card failing to process?,Billing,Medium
TKT-2170,"Hello, Why is my credit card failing to process?",Billing,Medium
TKT-2171,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2172,Please help - Your website is loading very slowly today.,Technical Issue,Medium
TKT-2173,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2174,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,Medium
TKT-2175,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2176,"Hello, I was overcharged on my last invoice by $249. Please refund.",Billing,High
TKT-2177,"Hi, Where is your company located?",General Query,Low
TKT-2178,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2179,"Just wondering, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2180,Why is my credit card failing to process?,Billing,Medium
TKT-2181,Please help - I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2182,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2183,"Hi, Can you send me the receipt for order #2742?",Billing,Medium
TKT-2184,Can you send me the receipt for order #8817?,Billing,Medium
TKT-2185,What are your business hours?,General Query,Low
TKT-2186,"Hi, The application keeps crashing on my Android phone.",Technical Issue,High
TKT-2187,I forgot my password and the reset link is not working.,Account,Medium
TKT-2188,Please help - I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2189,Please help - Can you send me the receipt for order #3497?,Billing,Medium
TKT-2190,URGENT: Your website is loading very slowly today.,Technical Issue,Medium
TKT-2191,Can you send me the receipt for order #8074?,Billing,Medium
TKT-2192,"Just wondering, The server is down and we cannot access our dashboard! Urgent!",Technical Issue,High
TKT-2193,How do I change my email address?,Account,Low
TKT-2194,Please help - The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2195,URGENT: Can you send me the receipt for order #6681?,Billing,Medium
TKT-2196,URGENT: I need to add another user to my enterprise plan.,Account,Low
TKT-2197,Where is your company located?,General Query,Low
TKT-2198,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
TKT-2199,"Just wondering, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2200,"Hi, API endpoint /v1/users is returning a timeout.",Technical Issue,Medium
TKT-2201,"Just wondering, What are your business hours?",General Query,Low
TKT-2202,"Just wondering, Can you send me the receipt for order #6533?",Billing,Medium
TKT-2203,I want to cancel my subscription and get a refund.,Billing,Medium
TKT-2204,"Hi, Your website is loading very slowly today.",Technical Issue,Medium
TKT-2205,Do you offer a discount for non-profits?,General Query,Low
TKT-2206,"Hi, Your website is loading very slowly today.",Technical Issue,High
TKT-2207,How do I change my email address?,Account,Low
TKT-2208,"Hello, How do I change my email address?",Account,Low
TKT-2209,Please help - Can you send me the receipt for order #8194?,Billing,Medium
TKT-2210,The server is down and we cannot access our dashboard! Urgent!,Technical Issue,High
TKT-2211,I'm getting a 500 internal server error when trying to upload a file.,Technical Issue,Medium
TKT-2212,I need to add another user to my enterprise plan.,Account,Low
TKT-2213,Do you offer a discount for non-profits?,General Query,Low
TKT-2214,"Hello, I forgot my password and the reset link is not working.",Account,Medium
TKT-2215,"Just wondering, I'm getting a 500 internal server error when trying to upload a file.",Technical Issue,Medium
TKT-2216,"I love your product, just wanted to say thanks!",General Query,Low
TKT-2217,The application keeps crashing on my Android phone.,Technical Issue,High
TKT-2218,Why is my credit card failing to process?,Billing,Medium
TKT-2219,API endpoint /v1/users is returning a timeout.,Technical Issue,Medium
